SMI,Target,Property
c1cccc(c1CC)Cc2c([nH]c(=O)[nH]c2=O)[C@H]3CC[C@H](CC3)c4ccccc4,GR,antagonist
c1cccc(Cl)c1Cc2c([nH]c(=O)[nH]c2=O)[C@H]3CC[C@H](CC3)c4ccccc4,GR,antagonist
FC(F)(F)c1cc(ccc1)Cc2c([nH]c(=O)[nH]c2=O)[C@H]3CC[C@H](CC3)c4ccccc4,GR,antagonist
c1cccc(OC)c1Cc2c([nH]c(=O)[nH]c2=O)[C@H]3CC[C@H](CC3)c4ccccc4,GR,antagonist
c1c(Cl)ccc(Cl)c1Cc2c([nH]c(=O)[nH]c2=O)[C@H]3CC[C@H](CC3)c4ccccc4,GR,antagonist
c1ccc(Cl)c(Cl)c1Cc2c([nH]c(=O)[nH]c2=O)[C@H]3CC[C@H](CC3)c4ccccc4,GR,antagonist
c1cc(Cl)cc(Cl)c1Cc2c([nH]c(=O)[nH]c2=O)[C@H]3CC[C@H](CC3)c4ccccc4,GR,antagonist
Clc1cccc(Cl)c1Cc2c([nH]c(=O)[nH]c2=O)[C@H]3CC[C@H](CC3)c4ccccc4,GR,antagonist
n1ccccc1Cc2c([nH]c(=O)[nH]c2=O)[C@H]3CC[C@H](CC3)c4ccccc4,GR,antagonist
n1cccc(Cl)c1Cc2c([nH]c(=O)[nH]c2=O)[C@H]3CC[C@H](CC3)c4ccccc4,GR,antagonist
Cc1csc(n1)Cc2c([nH]c(=O)[nH]c2=O)[C@@H](CC3)CC[C@@H]3c4ccccc4,GR,antagonist
Cc(n1)cccc1Cc2c([nH]c(=O)[nH]c2=O)[C@H]3CC[C@H](CC3)c4ccccc4,GR,antagonist
FC(F)(F)c1cccc(n1)Cc2c([nH]c(=O)[nH]c2=O)[C@H]3CC[C@H](CC3)c4ccccc4,GR,antagonist
n1ccc(C)cc1Cc2c([nH]c(=O)[nH]c2=O)[C@H]3CC[C@H](CC3)c4ccccc4,GR,antagonist
CN(C)c(cc1)ccc1C#C[C@]2(O)CCC([C@@]23C)C4C(=C5C(CC4)=CC(=O)CC5)[C@H](C3)c6ccc(cc6)N(C)C,GR,antagonist
CC(C)=C/C=C/1Oc(ccc(F)c2)c2c3ccc(c4c13)NC(C)(C)C=C4C,GR,antagonist
CC/C(C)=C/1Oc(ccc(F)c2)c2c3ccc(c4c13)NC(C)(C)C=C4C,GR,antagonist
CC#C[C@]1(O)CC[C@H]([C@@]12C)[C@H]3C(=C4C(CC3)=CC(=O)CC4)[C@H](C2)c5ccc(cc5)N(C)CCCC(O6)C(O)C(O)C(O)C6C(=O)O,GR,antagonist
FC(F)Oc1cccc2OC(c(c3c12)cc(cc3)NS(=O)(=O)C)c4ccccc4,GR,antagonist
COc1cccc2OC(c3ccccc3)c(c4c12)cc(cc4)NS(=O)(=O)c5cccs5,GR,antagonist
CS(=O)(=O)Nc(cc1)cc(c1c23)C(c(cc4C)ccc4)Oc3cccc2OC,GR,antagonist
COc1cccc2OC(c3cccs3)c(c4c12)cc(cc4)NS(=O)(=O)C,GR,antagonist
CC#C[C@]1(O)CC[C@H]([C@@]12C)[C@H]3C(=C4C(CC3)=CC(=O)CC4)[C@H](C2)c(c5)ccc(c56)oc(n6)C(F)(F)F,GR,antagonist
CC#C[C@]1(NC=O)CC[C@H]([C@@]12C)[C@H]3C(=C4C(CC3)=CC(=O)CC4)[C@H](C2)c(c5)ccc(c56)ocn6,GR,antagonist
CC#C[C@]1(NC=O)CC[C@H]([C@@]12C)[C@H]3C(=C4C(CC3)=CC(=O)CC4)[C@H](C2)c(c5)ccc(c56)oc(n6)C(F)(F)F,GR,antagonist
c1cc(F)c(F)cc1CC2Oc(cccc3)c3c(c2c45)ccc5NC(C)(C)C=C4C,GR,antagonist
s1cnnc1NC(=O)C(C)(C)C2c(c3Oc(c24)cccc4)ccc(n3)-c5ccccc5,GR,antagonist
c1ccc(C)cc1Cc2c([nH]c(=O)n(C)c2=O)C3CCC(CC3)c4ccccc4,GR,antagonist
n1oc(C)c(c1C)-c2cc(C(C)(C)C(=O)C(C)(C)N3)c3c(c24)OCO4,GR,antagonist
CS(=O)(=O)[N-]c(cc(F)c1)c(c12)[nH]c(C)c2-c3c(OC)cc(F)cc3,GR,antagonist
c1ccc([N+]([O-])=O)c(c12)CCCC2(CC)CC(C(F)(F)F)(O)C(=O)Nc(c3)ccc(c34)c(=O)onc4C,GR,antagonist
C1CCc(c12)c3c(C(C)(C)C(=O)C(C)(C)N3)cc2-c4cccn(c45)ncc5,GR,antagonist
s1cnnc1[N-]C(=O)C(C)(C)C2c(c3Oc(c24)cccc4)ccc(n3)-c(cc5)cc(F)c5C(=O)N6CCCCC6,GR,antagonist
[O-]C(=O)COc1c(F)ccc(c1)Oc(cc2)ccc2CN(Cc3cc(F)cc(F)c3)c(c4C)cccc4NS(=O)(=O)C,GR,antagonist
c1cccc(C)c1CC2Oc(c(F)ccc3)c3c(c2c45)ccc5NC(C)(C)C=C4C,GR,antagonist
CS(=O)(=O)Nc(ccc1)c(c12)[nH]cc2-c3cc(Cl)ccc3,GR,antagonist
[NH3+]c1cccc(c12)C(CCC2)CC(C(F)(F)F)(O)C(=O)Nc(c3)ccc(c34)c(=O)onc4C,GR,antagonist
s1cnnc1NC(=O)C(C)(C)C2c(c3Oc(c24)cccc4)ccc(n3)-c(cc5C)ccc5,GR,antagonist
Clc1cccc(c12)C(CCC2)CC(C(F)(F)F)(O)C(=O)Nc(c3)ccc(c34)c(=O)onc4C,GR,antagonist
n1oc(C)c(c1C)-c2cc(C(C)(C)C(=O)C(C)(C)N3)c3c(c24)CCC4,GR,antagonist
c1sccc1CC2Oc(ccc(F)c3)c3c(c2c45)ccc5NC(C)(C)C=C4C,GR,antagonist
[O-]C(=O)CCc1ccc(cc1)Oc(cc2)ccc2CN(Cc3ccccc3)c(c4C)cccc4NS(=O)(=O)C,GR,antagonist
COc1c(O)ccc2OC(Cc3cc(C)ccc3)c(c4c12)c5c(cc4)NC(C)(C)C=C5C,GR,antagonist
CC(C)c(c1)cc(NS(=O)(=O)C)c(c12)[nH]c(c2-c3c(OC)cc(F)cc3)CN(C)Cc4ccccc4,GR,antagonist
[O-]C(=O)CNC(=O)CCCc1ccc(cc1)Oc(cc2)ccc2CN(Cc3ccccc3)c(c4C)cccc4NS(=O)(=O)C,GR,antagonist
[O-]C(=O)CCCc1cc(ccc1)Oc(cc2)ccc2CN(Cc3ccccc3)c(c4C)cccc4NS(=O)(=O)C,GR,antagonist
c1c(Cl)ccc(OC)c1-c2c[nH]c(c23)c(ccc3)NS(=O)(=O)C,GR,antagonist
c1cccc(c12)CCCC2(C)CC(C(F)(F)F)(O)CNC(=O)c3c(C)n(nc3)-c4ccccc4,GR,antagonist
c1cccc(c12)CCCC2(C)CC(C(F)(F)F)(O)CNS(=O)(=O)c(c3C)cnn3-c4ccccc4,GR,antagonist
CC(C)(C)c1ccc(cc1)S(=O)(=O)Nc(c2)ccc(c2C(F)(F)F)-c(c3)ccc(c34)n(nc4)-c5ccc(F)cc5,GR,antagonist
s1cnnc1[N-]C(=O)C(C)(C)C2c(c3Oc(c24)cccc4)ccc(n3)-c(cc5)ccc5C(=O)N,GR,antagonist
Brc1cccc(c12)C(CCC2)CC(C(F)(F)F)(O)C(=O)Nc(c3)ccc(c34)c(=O)onc4C,GR,antagonist
[O-]C(=O)CCc1cc(ccc1)Oc(cc2)ccc2CN(Cc3ccccc3)c(c4C)cccc4NS(=O)(=O)C,GR,antagonist
c1c(F)ccc(F)c1CC2Oc(cccc3)c3c(c2c45)ccc5NC(C)(C)C=C4C,GR,antagonist
CS(=O)(=O)Nc1cccc(c1C)N(Cc2c(F)cc(F)cc2)Cc3ccc(cc3)Oc(ccc4)cc4OCC(O5)CC(O)CC5=O,GR,antagonist
o1cccc1CC2Oc(ccc(F)c3)c3c(c2c45)ccc5[NH2+]C(C)(C)C=C4C,GR,antagonist
c1cccc(c12)[nH]c(c2C#N)CC(C(F)(F)F)(O)CC3(CC)CCCc(c34)cccc4,GR,antagonist
COc1cccc2OC(c(c3c12)cc(cc3)NS(=O)(=O)C)c4ccc(Cl)cc4,GR,antagonist
Cc1cccc(c12)C(CCC2)CC(C(F)(F)F)(O)C(=O)Nc(c3)ccc(c34)c(=O)onc4C,GR,antagonist
COc1cccc2OC(c(c3c12)cc(cc3)NS(=O)(=O)C)c4cc(ccc4)Oc5ccccc5,GR,antagonist
c1ccc(F)cc1CC2Oc(cccc3)c3c(c2c45)ccc5NC(C)(C)C=C4C,GR,antagonist
COc1cccc2OC(c3cccs3)c(c4c12)cc(cc4)[N-]S(=O)(=O)C,GR,antagonist
[O-][N+](=O)c(c1)ccc(c12)CCCC2(CC)CC(C(F)(F)F)(O)C(=O)Nc(c3)ccc(c34)c(=O)onc4C,GR,antagonist
c1ccccc1Cc2c([nH]c(=O)n(C)c2=O)C3CCC(CC3)c4ccccc4,GR,antagonist
n1oc(C)c(c1C)-c(c2)ccc(c23)NC(C)(C)C(=O)C3(C)C,GR,antagonist
COc1cccc2OC(c(c3c12)cc(cc3)NS(=O)(=O)C)C4CCCCC4,GR,antagonist
s1cnnc1[N-]C(=O)C(C)(C)C2c(c3Oc(c24)cccc4)ccc(n3)-c(cc5)cc(F)c5C(=O)C,GR,antagonist
c1sccc1-c(ccc2)cc2CC(c(c3c45)c6c(cc3)NC(C)(C)C=C6C)Oc5ccc(O)c4OC,GR,antagonist
s1cnnc1NC(=O)C(C)(C)C2c(c3Oc(c24)cccc4)ccc(n3)-c(cc5)ccc5C(=O)N(C)C,GR,antagonist
Cc1cc(C)cc(c1)C(c(c2c34)cc(cc2)NS(=O)(=O)C)Oc4cccc3OC,GR,antagonist
c1ccc(C)cc1Cc2c([nH]c(=O)n(c2=O)CC[NH+](C)C)C(CC3)CCC3c4ccccc4,GR,antagonist
c1ccccc1CC2Oc(ccc(F)c3)c3c(c2c45)ccc5NC(C)(C)C=C4C,GR,antagonist
s1cnnc1NC(=O)C(C)(C)C2c(c3Oc(c24)cccc4)ccc(n3)-c(c5C)cccc5,GR,antagonist
c1nn(C)c(c1C)-c2cc(C(C)(C)C(=O)C(C)(C)N3)c3c(c24)CCC4,GR,antagonist
c1cccc(c12)CCCC2(C)CC(C(F)(F)F)(O)C(=O)Nc(c3)ccc(c34)c(=O)onc4C,GR,antagonist
CC(C)c(c1)cc(NS(=O)(=O)C)c(c12)[nH]c(Cc3ccccc3)c2-c4c(OC)cc(F)cc4,GR,antagonist
s1cnnc1NC(=O)C(C)(C)C2c(c3Oc(c24)cccc4)ccc(n3)-c(cc5)ccc5C(=O)NC,GR,antagonist
c1cc(F)ccc1-n(nc2)c(c23)ccc(c3)-c(c4C(F)(F)F)ccc(c4)[N-]S(=O)(=O)c(c5C(C)C)c(C(C)C)cc(c5)C(C)C,GR,antagonist
[nH+]1cn(C)c(c1C)-c2cc(C(C)(C)C(=O)C(C)(C)N3)c3c(c24)CCC4,GR,antagonist
FC(F)(F)c1cc(ccc1)Cc2c([nH]c(=O)n(c2=O)CCO)C3CCC(CC3)c4ccccc4,GR,antagonist
n1cccc(C)c1CC2Oc(ccc(F)c3)c3c(c2c45)ccc5NC(C)(C)C=C4C,GR,antagonist
c1cc([N+]([O-])=O)cc(c12)CCCC2(CC)CC(C(F)(F)F)(O)C(=O)Nc(c3)ccc(c34)c(=O)onc4C,GR,antagonist
C1CCc(c12)c3c(C(C)(C)C(=O)C(C)(C)N3)cc2-c(cnc4)n(c45)ccn5,GR,antagonist
c1cccc(c12)CCC2CC(C(F)(F)F)(O)C(=O)Nc(c3)ccc(c34)c(=O)onc4C,GR,antagonist
n1oc(C)c(c1C)-c(c2)c(CCCC3)c3c(c24)NC(C)(C)C(=O)C4(C)C,GR,antagonist
c1ccc(C)cc1C(=O)c2c(cc(C(C)C)c(c2)OC)Oc(c(Br)c3)c(Br)cc3CC([O-])=O,GR,antagonist
[O-]C(=O)COc1cc(ccc1)Oc(cc2)ccc2CN(Cc3ccccc3)c(c4C)cccc4NS(=O)(=O)C,GR,antagonist
[O-]C(=O)CC(O)CC(O)COc1cc(ccc1)Oc(cc2)ccc2CN(Cc3c(F)cc(F)cc3)c(c4C)cccc4NS(=O)(=O)C,GR,antagonist
CS(=O)(=O)Nc(cc1)cc(c1c23)C(c4cc(NC)ccc4)Oc3cccc2OC,GR,antagonist
COc1cccc2OC(c(c3c12)cc(cc3)NS(=O)(=O)C)c4cc(F)ccc4,GR,antagonist
c1cccc(c12)n(ccc2=O)CC(C(F)(F)F)(O)CC3(C)CCCc(c34)cccc4,GR,antagonist
C1CCc(c12)c3c(C(C)(C)C(=O)C(C)(C)N3)cc2-c(ccc4)n(c45)cnn5,GR,antagonist
s1cnnc1[N-]C(=O)C(C)(C)C2c(cccc3)c3Oc(c24)cc(cc4)-c(cc5)ccc5C(=O)N(C)C,GR,antagonist
c1ccccc1CC2Oc(cccc3)c3c(c2c45)ccc5NC(C)(C)C=C4C,GR,antagonist
C1CCc(c12)c3c(C(C)(C)C(=O)C(C)(C)N3)cc2-c4ccnc(c45)nccc5,GR,antagonist
[O-]C(=O)CCCc1ccc(cc1)Oc(cc2)ccc2CN(Cc3ccccc3)c(c4C)cccc4NS(=O)(=O)C,GR,antagonist
CC1=CC(C)(C)Nc2ccc(c3c12)c4c(cccc4)OC3c5cc(Cl)cc(Cl)c5,GR,antagonist
c1ccccc1CC2Oc(c(F)ccc3)c3c(c2c45)ccc5NC(C)(C)C=C4C,GR,antagonist
N#Cc1ccc(n1C)-c(c2)ccc(c23)NC(=O)COC3(C)c4ccsc4,GR,antagonist
CC(=O)CC1(C(=O)C)CCC(C12C)C3C(CC2)C4(C)C(C(C)C3)=CC(=O)CC4,GR,antagonist
s1cnnc1NC(=O)C(C)(C)C2c(c3Oc(c24)cccc4)ccc(n3)-c(cc5)ccc5C([O-])=O,GR,antagonist
CC1=CC(C)(C)Nc2ccc(c3c12)c4c(cccc4)OC3c(cc5C)cc(Br)c5,GR,antagonist
COc1c(O)ccc2OC(Cc3cc(OC(F)(F)F)ccc3)c(c4c12)c5c(cc4)NC(C)(C)C=C5C,GR,antagonist
CCOC(=O)c1cc(ccc1)C(c(c2c34)cc(cc2)NS(=O)(=O)C)Oc4cccc3OC,GR,antagonist
[O-]C(=O)CCc1ccc(cc1)Oc(cc2)ccc2CN(Cc3c(F)cc(F)cc3)c(c4C)cccc4NS(=O)(=O)C,GR,antagonist
c1cccc(c12)CCCC2CC(C(F)(F)F)(O)C(=O)Nc(c3)ccc(c34)c(=O)onc4C,GR,antagonist
CS(=O)(=O)Nc1cccc(c1C)N(Cc2c(F)cc(F)cc2)Cc3ccc(cc3)Oc4ccccc4,GR,antagonist
c1ccccc1C(C)N(Cc2ccccc2)c(c3C)cccc3NS(=O)(=O)C,GR,antagonist
c1cccc(C)c1CC2Oc(ccc(F)c3)c3c(c2c45)ccc5NC(C)(C)C=C4C,GR,antagonist
Fc1cccc(c12)C(CCC2)CC(C(F)(F)F)(O)C(=O)Nc(c3)ccc(c34)c(=O)onc4C,GR,antagonist
s1cnnc1[N-]C(=O)C(C)(C)C2c(c3Oc(c24)cccc4)ccc(n3)-c(cc5)cc(F)c5C(=O)NC,GR,antagonist
COc1cccc2OC(c(c3c12)cc(cc3)NS(=O)(=O)C)c4cc(Cl)ccc4,GR,antagonist
CS(=O)(=O)[N-]c(cc1)cc(c1c23)C(c(cc4C)ccc4)Oc3cccc2OC,GR,antagonist
c1cccc(OC)c1-c2c[nH]c(c23)c(ccc3)NS(=O)(=O)C,GR,antagonist
c1cccc(OC)c1/C=C/2Oc(ccc(F)c3)c3c4ccc(c5c24)NC(C)(C)C=C5C,GR,antagonist
COc1cccc2OC(c(c3)ccc(Cl)c3Cl)c(c4c12)cc(cc4)NS(=O)(=O)C,GR,antagonist
C1CCc(c12)c3c(C(C)(C)C(=O)C(C)(C)N3)cc2-c(ccc4)n(c45)cc[nH+]5,GR,antagonist
N#Cc1ccc(n1C)-c(c2)ccc(c23)NC(=O)COC3(C)c4ccco4,GR,antagonist
c1cncc(C)c1CC2Oc(ccc(F)c3)c3c(c2c45)ccc5NC(C)(C)C=C4C,GR,antagonist
s1cnnc1[N-]C(=O)C(C)(C)C2c(c3Oc(c24)cccc4)ccc(n3)-c5ccc(cc5)OC,GR,antagonist
s1cnnc1NC(=O)C(C)(C)C2c(c3Oc(c24)cccc4)ccc(n3)-c5ccc(O)cc5,GR,antagonist
COc1cccc2OC(c(c3c12)c(Br)c(cc3)NS(=O)(=O)C)c4ccccc4,GR,antagonist
FC(F)(F)c1cc(ccc1)C2Oc(cccc3)c3c(c2c45)ccc5NC(C)(C)C=C4C,GR,antagonist
n1oc(C)c(c1C)-c(c2)c(Cl)cc(c23)NC(C)(C)C(=O)C3(C)C,GR,antagonist
COc1cccc2OC(c3ccsc3)c(c4c12)cc(cc4)NS(=O)(=O)C,GR,antagonist
COc1c(O)ccc2OC(Cc(cc3C(F)(F)F)ccc3)c(c4c12)c5c(cc4)NC(C)(C)C=C5C,GR,antagonist
c1cccc(c12)CCCCC2CC(C(F)(F)F)(O)C(=O)Nc(c3)ccc(c34)c(=O)onc4C,GR,antagonist
c1c[nH+]cc(c12)[nH]c(c2)CC(C(F)(F)F)(O)CC3(CC)CCCc(c34)cccc4,GR,antagonist
COc1cccc2OC(c(c3c12)cc(N)cc3)c4ccccc4,GR,antagonist
c1ccccc1Cc2c([nH]c(=O)[nH]c2=O)C3CCC(CC3)c4ccccc4,GR,antagonist
c1ccccc1C(=O)Nc(cc2)cc(c2c34)C(c5ccccc5)Oc4cccc3OC,GR,antagonist
c1c(Cl)ccc(Cl)c1Cc2c([nH]c(=O)[nH]c2=O)C3CCC(CC3)c4ccccc4,GR,antagonist
c1ccccc1S(=O)(=O)N(C2)CCC(C23COCCOC)=Cc4c(C3)cnn4-c5ccc(F)cc5,GR,antagonist
CC(C)(C)c1ccc(cc1)S(=O)(=O)N(C2)CCC(C23C[NH2+]CCO)=Cc4c(C3)cnn4-c5ccc(F)cc5,GR,antagonist
COc1c(O)ccc(c12)OC(Cc(cc3C(F)(F)F)ccc3)C4=C2C=CC5C4C(C)=CC(C)(C)[NH2+]5,GR,antagonist
[nH+]1ccc(C)cc1Cc2c([nH]c(=O)[nH]c2=O)C3CCC(CC3)c4ccccc4,GR,antagonist
c1ccccc1S(=O)(=O)N(C2)CCC(C23CN(C)C)=Cc4c(C3)cnn4-c5ccc(F)cc5,GR,antagonist
CC(C)(C)c1ccc(cc1)S(=O)(=O)N(C2)CCC(C23CO)=Cc4c(C3)cnn4-c5ccc(F)cc5,GR,antagonist
c1ccc(C)cc1Cc2c([nH]c(=O)[nH]c2=O)C3CCC(CC3)c4ccccc4,GR,antagonist
c1ccc(Cl)c(Cl)c1Cc2c([nH]c(=O)[nH]c2=O)C3CCC(CC3)c4ccccc4,GR,antagonist
c1ccccc1S(=O)(=O)N(C2)CCC(C23COC)=Cc4c(C3)cnn4-c5ccc(F)cc5,GR,antagonist
CCS(=O)(=O)Nc(cc1)cc(c1c23)C(c4ccccc4)Oc3cccc2OC,GR,antagonist
c1cccc(Cl)c1Cc2c([nH]c(=O)[nH]c2=O)C3CCC(CC3)c4ccccc4,GR,antagonist
CS(=O)(=O)N(C)c(cc1)cc(c1c23)C(c4ccccc4)Oc3cccc2OC,GR,antagonist
Cc1ccc(cc1)S(=O)(=O)N(C2)CCC(C23COC)=Cc4c(C3)cnn4-c5ccc(F)cc5,GR,antagonist
CC(C)(C)c1ccc(cc1)S(=O)(=O)N(C2)CCC(C23C[NH+]4CCC4)=Cc5c(C3)cnn5-c6ccc(F)cc6,GR,antagonist
CCNc(cc1)cc(c1c23)C(c4ccccc4)Oc3cccc2OC,GR,antagonist
Fc1ccc(cc1)S(=O)(=O)N(C2)CCC(C23COC)=Cc4c(C3)cnn4-c5ccc(F)cc5,GR,antagonist
COc1cccc2OC(c(c3c12)cc(cc3)NS(=O)(=O)C)c4c(OC)cccc4,GR,antagonist
Fc1ccc(cc1)S(=O)(=O)N(C2)CCC(C23COCCOC)=Cc4c(C3)cnn4-c5ccc(F)cc5,GR,antagonist
CC1CC(C)(C)Nc(c12)c(C)cc(c2Cl)-c3c[nH]c(c34)cccc4,GR,antagonist
Fc1ccc(cc1)S(=O)(=O)N(C2)CCC(C23C)=Cc4c(C3)cnn4-c5ccc(F)cc5,GR,antagonist
CC(C)(C)c1ccc(cc1)S(=O)(=O)N(C2)CCC(=CC(=O)CC3)C23Cc4ccc(Br)cc4,GR,antagonist
n1ccccc1CN(C2)CCC(C23Cc4ccc(F)cc4)=Cc5c(C3)cnn5-c6ccc(F)cc6,GR,antagonist
c1cc(Cl)cc(Cl)c1Cc2c([nH]c(=O)[nH]c2=O)C3CCC(CC3)c4ccccc4,GR,antagonist
Cc1csc(n1)Cc2c([nH]c(=O)[nH]c2=O)C(CC3)CCC3c4ccccc4,GR,antagonist
COc1cccc2OC(c(c3c12)cccc3)c4ccccc4,GR,antagonist
n1ccccc1Cc2c([nH]c(=O)[nH]c2=O)C3CCC(CC3)c4ccccc4,GR,antagonist
CN(C)S(=O)(=O)Nc(cc1)cc(c1c23)C(c4ccccc4)Oc3cccc2OC,GR,antagonist
CC(C)(C)c1ccc(cc1)S(=O)(=O)N(C2)CCC(C23COCCO)=Cc4c(C3)cnn4-c5ccc(F)cc5,GR,antagonist
c1ccccc1CNc(cc2)cc(c2c34)C(c5ccccc5)Oc4cccc3OC,GR,antagonist
FC(F)Oc1cccc2OC(c(c3c12)cc(cc3)[N-]S(=O)(=O)C)c4ccccc4,GR,antagonist
COc1cccc2OC(c3ccccc3)c(c4c12)cc(cc4)[N-]S(=O)(=O)c5cccs5,GR,antagonist
CC1CC(C)(C)Nc(c12)c(C)cc(c2Cl)-c(cc(Cl)c3)c(c34)[nH]cc4,GR,antagonist
COc1ccc(cc1)S(=O)(=O)N(C2)CCC(C23C)=Cc4c(C3)cnn4-c5ccc(F)cc5,GR,antagonist
FC(F)(F)c1ccc(cc1)S(=O)(=O)N(C2)CCC(C23COCC)=Cc4c(C3)cnn4-c5ccc(F)cc5,GR,antagonist
c1ccccc1S(=O)(=O)N(C2)CCC(C23CN4CCCCC4)=Cc5c(C3)cnn5-c6ccc(F)cc6,GR,antagonist
CCC(=O)Nc(cc1)cc(c1c23)C(c4ccccc4)Oc3cccc2OC,GR,antagonist
CC(=O)Nc(cc1)cc(c1c23)C(c4ccccc4)Oc3cccc2OC,GR,antagonist
FC(F)(F)c1cc(ccc1)Cc2c([nH]c(=O)[nH]c2=O)C3CCC(CC3)c4ccccc4,GR,antagonist
CC(C)=CCC1Oc(ccc(F)c2)c2c(c1c34)ccc4NC(C)(C)C=C3C,GR,antagonist
Fc1ccc(cc1)S(=O)(=O)N(C2)CCC(C23C[NH+]4CCCC4)=Cc5c(C3)cnn5-c6ccc(F)cc6,GR,antagonist
CC(C)(C)c1ccc(cc1)S(=O)(=O)N(C2)CCC(=CC(=O)CC3)C23Cc4ccc(cc4)OC,GR,antagonist
COc1cccc2OC(c3ccccc3)c(c4c12)cc(cc4)NS(=O)(=O)c5ccccc5,GR,antagonist
CC1CC(C)(C)Nc(c12)c(C)cc(c2Cl)-c(ccc3Cl)c(c34)[nH]cc4,GR,antagonist
n1cccc(Cl)c1Cc2c([nH]c(=O)[nH]c2=O)C3CCC(CC3)c4ccccc4,GR,antagonist
c1cccc(c1CC)Cc2c([nH]c(=O)[nH]c2=O)C3CCC(CC3)c4ccccc4,GR,antagonist
CC1CC(C)(C)Nc(c12)c(C)cc(c2Cl)-c(c(c34)[nH]cc3)ccc4OC,GR,antagonist
FC(F)(F)c1ccc(cc1)S(=O)(=O)N(C2)CCC(C23C)=Cc4c(C3)cnn4-c5ccc(F)cc5,GR,antagonist
Cc(n1)cccc1Cc2c([nH]c(=O)[nH]c2=O)C3CCC(CC3)c4ccccc4,GR,antagonist
Clc1cccc(Cl)c1Cc2c([nH]c(=O)[nH]c2=O)C3CCC(CC3)c4ccccc4,GR,antagonist
c1ccccc1S(=O)(=O)N(C2)CCC(C23C[NH+]4CCCC4)=Cc5c(C3)cnn5-c6ccc(F)cc6,GR,antagonist
c1ccccc1S(=O)(=O)N(C2)CCC(C23CN4CCOCC4)=Cc5c(C3)cnn5-c6ccc(F)cc6,GR,antagonist
COc1cccc2OC(c(c3c12)cc(cc3)NS(=O)(=O)C)c4ccccc4,GR,antagonist
Fc1ccc(cc1)S(=O)(=O)N(C2)CCC(C23CN(C)C)=Cc4c(C3)cnn4-c5ccc(F)cc5,GR,antagonist
CS(=O)(=O)Nc(cc1)cc(c1c23)C(c4ccccc4)Oc3cccc2O,GR,antagonist
COc1cccc2OC(c(c3c12)cc(cc3)NS(=O)(=O)C)c4cc(OC)ccc4,GR,antagonist
c1cccc(OC)c1Cc2c([nH]c(=O)[nH]c2=O)C3CCC(CC3)c4ccccc4,GR,antagonist
N#Cc(c1)sc(c1C)-c(c2)ccc(c23)NC(C)(C)CC3C,GR,antagonist
Cc1ccc(cc1)S(=O)(=O)N(C2)CCC(C23C)=Cc4c(C3)cnn4-c5ccc(F)cc5,GR,antagonist
FC(F)(F)c1ccc(cc1)S(=O)(=O)N(C2)CCC(C23COC)=Cc4c(C3)cnn4-c5ccc(F)cc5,GR,antagonist
COc1c(O)ccc(c12)OC(Cc3cc(OC(F)(F)F)ccc3)C4=C2C=CC5C4C(C)=CC(C)(C)N5,GR,antagonist
FC(F)(F)c1cccc(n1)Cc2c([nH]c(=O)[nH]c2=O)C3CCC(CC3)c4ccccc4,GR,antagonist
c1ccccc1[N-]S(=O)(=O)N(C2)CCC(C23Cc4ccc(F)cc4)=Cc5c(C3)cnn5-c6ccc(F)cc6,GR,antagonist
Fc1ccc(cc1)S(=O)(=O)N(C2)CCC(C23CO)=Cc4c(C3)cnn4-c5ccc(F)cc5,GR,antagonist
CCOc1cccc2OC(c(c3c12)cc(cc3)NS(=O)(=O)C)c4ccccc4,GR,antagonist
c1cccc(Br)c1CN(Cc2ccccc2)c(c3C)cccc3NS(=O)(=O)C,GR,antagonist
c1cc(F)ccc1CN(Cc2ccccc2)c(c3C)cccc3NS(=O)(=O)C,GR,antagonist
c1ccc(F)cc1CN(Cc2ccccc2)c(c3C)cccc3NS(=O)(=O)C,GR,antagonist
C1COCC[NH+]1CCCOc2cc(ccc2)Oc(cc3)ccc3CN(Cc4ccccc4)c(c5C)cccc5NS(=O)(=O)C,GR,antagonist
O=C1OCc(c12)cc(cc2)NC(=O)C(O)(CC3CCCCC3)CC(C)(C)c4c(O)ccc(F)c4,GR,antagonist
OC1CCC(C12C)C3C(CC2)=C4C(CC3)=CC(=O)CC4,GR,antagonist
COc1c(O)ccc(c12)OC(Cc3cc(C)ccc3)C4=C2C=CC5C4C(C)=CC(C)(C)N5,GR,antagonist
O=C1OCc(c12)cc(cc2)NC(=O)C(O)(Cc3ccccc3)CC(C)(C)c4c(O)ccc(F)c4,GR,antagonist
CCS(=O)(=O)Nc1cccc(c1C)N(Cc2ccccc2)Cc3ccccc3,GR,antagonist
c1c(F)cc(F)cc1CN(c(c(Br)c2)c(Br)cc2CC([O-])=O)Cc3ccc(cc3)Oc4c(Br)cccc4,GR,antagonist
CS(=O)(=O)Nc(c1)ccc(c1C(F)(F)F)-c(c2)ccc(c23)n(nc3)-c4ccc(F)cc4,GR,antagonist
c1ccccc1C(C)(C)CC(C(F)(F)F)(O)C(=O)Nc(cc2)cc(c23)COC3=O,GR,antagonist
c1c(F)cc(F)cc1CN(c(c(Br)c2)c(Br)cc2CC([O-])=O)Cc3ccc(cc3)Oc4c(F)cc(F)cc4,GR,antagonist
CS(=O)(=O)Nc1cccc(c1CC)N(Cc2ccccc2)Cc3ccccc3,GR,antagonist
